index,Name,GW,Position,Club,Total Points,Cost
9853,Héctor Bellerín,12.0,DEF,Arsenal,2.79,52.0
9854,Héctor Bellerín,13.0,DEF,Arsenal,2.51,52.0
9855,Héctor Bellerín,14.0,DEF,Arsenal,2.26,51.0
9856,Héctor Bellerín,15.0,DEF,Arsenal,2.23,51.0
9857,Héctor Bellerín,16.0,DEF,Arsenal,2.61,51.0
9858,Héctor Bellerín,17.0,DEF,Arsenal,2.35,51.0
9859,Héctor Bellerín,18.0,DEF,Arsenal,2.91,51.0
9860,Héctor Bellerín,19.0,DEF,Arsenal,2.62,51.0
9861,Héctor Bellerín,20.0,DEF,Arsenal,2.46,51.0
9862,Héctor Bellerín,21.0,DEF,Arsenal,3.01,51.0
9863,Héctor Bellerín,22.0,DEF,Arsenal,2.81,51.0
9864,Héctor Bellerín,23.0,DEF,Arsenal,2.73,51.0
9865,Héctor Bellerín,24.0,DEF,Arsenal,3.36,51.0
9866,Héctor Bellerín,25.0,DEF,Arsenal,3.12,51.0
9867,Héctor Bellerín,26.0,DEF,Arsenal,2.81,51.0
9868,Héctor Bellerín,27.0,DEF,Arsenal,2.53,51.0
9869,Héctor Bellerín,28.0,DEF,Arsenal,2.28,51.0
9870,Héctor Bellerín,29.0,DEF,Arsenal,2.05,51.0
9871,Héctor Bellerín,30.0,DEF,Arsenal,1.84,50.0
9872,Héctor Bellerín,31.0,DEF,Arsenal,1.66,50.0
9873,Héctor Bellerín,32.0,DEF,Arsenal,1.69,50.0
9874,Héctor Bellerín,33.0,DEF,Arsenal,1.52,50.0
9875,Héctor Bellerín,34.0,DEF,Arsenal,2.17,50.0
9876,Héctor Bellerín,35.0,DEF,Arsenal,2.0,50.0
9877,Héctor Bellerín,36.0,DEF,Arsenal,1.8,50.0
9878,Héctor Bellerín,37.0,DEF,Arsenal,1.62,50.0
9879,Héctor Bellerín,38.0,DEF,Arsenal,1.46,50.0
9880,Hélder Wander Sousa de Azevedo e Costa,1.0,MID,Leeds,5.0,55.0
9881,Hélder Wander Sousa de Azevedo e Costa,2.0,MID,Leeds,5.9,55.0
9882,Hélder Wander Sousa de Azevedo e Costa,3.0,MID,Leeds,5.61,56.0
9883,Hélder Wander Sousa de Azevedo e Costa,4.0,MID,Leeds,5.25,57.0
9884,Hélder Wander Sousa de Azevedo e Costa,5.0,MID,Leeds,4.92,57.0
9885,Hélder Wander Sousa de Azevedo e Costa,6.0,MID,Leeds,5.03,57.0
9886,Hélder Wander Sousa de Azevedo e Costa,7.0,MID,Leeds,4.73,57.0
9887,Hélder Wander Sousa de Azevedo e Costa,8.0,MID,Leeds,4.16,57.0
9888,Hélder Wander Sousa de Azevedo e Costa,9.0,MID,Leeds,3.74,56.0
9889,Hélder Wander Sousa de Azevedo e Costa,10.0,MID,Leeds,3.47,55.0
9890,Hélder Wander Sousa de Azevedo e Costa,11.0,MID,Leeds,3.12,54.0
9891,Hélder Wander Sousa de Azevedo e Costa,12.0,MID,Leeds,2.91,54.0
9892,Hélder Wander Sousa de Azevedo e Costa,13.0,MID,Leeds,2.62,53.0
9893,Hélder Wander Sousa de Azevedo e Costa,14.0,MID,Leeds,2.36,53.0
9894,Hélder Wander Sousa de Azevedo e Costa,15.0,MID,Leeds,2.12,52.0
9895,Hélder Wander Sousa de Azevedo e Costa,16.0,MID,Leeds,2.01,52.0
9896,Hélder Wander Sousa de Azevedo e Costa,17.0,MID,Leeds,1.81,52.0
9897,Hélder Wander Sousa de Azevedo e Costa,18.0,MID,Leeds,1.63,55.0
9898,Hélder Wander Sousa de Azevedo e Costa,19.0,MID,Leeds,1.46,51.0
9899,Hélder Wander Sousa de Azevedo e Costa,20.0,MID,Leeds,1.32,51.0
9900,Hélder Wander Sousa de Azevedo e Costa,21.0,MID,Leeds,1.29,51.0
9901,Hélder Wander Sousa de Azevedo e Costa,22.0,MID,Leeds,1.26,51.0
9902,Hélder Wander Sousa de Azevedo e Costa,23.0,MID,Leeds,1.13,51.0
9903,Hélder Wander Sousa de Azevedo e Costa,24.0,MID,Leeds,1.62,50.0
9904,Hélder Wander Sousa de Azevedo e Costa,25.0,MID,Leeds,1.86,50.0
9905,Hélder Wander Sousa de Azevedo e Costa,26.0,MID,Leeds,1.87,50.0
9906,Hélder Wander Sousa de Azevedo e Costa,27.0,MID,Leeds,1.78,50.0
9907,Hélder Wander Sousa de Azevedo e Costa,28.0,MID,Leeds,1.71,50.0
9908,Hélder Wander Sousa de Azevedo e Costa,29.0,MID,Leeds,1.53,50.0
9909,Hélder Wander Sousa de Azevedo e Costa,30.0,MID,Leeds,1.38,50.0
9910,Hélder Wander Sousa de Azevedo e Costa,31.0,MID,Leeds,1.44,50.0
9911,Hélder Wander Sousa de Azevedo e Costa,32.0,MID,Leeds,1.5,50.0
9912,Hélder Wander Sousa de Azevedo e Costa,33.0,MID,Leeds,1.65,50.0
9913,Hélder Wander Sousa de Azevedo e Costa,34.0,MID,Leeds,1.48,50.0
9914,Hélder Wander Sousa de Azevedo e Costa,35.0,MID,Leeds,1.34,50.0
9915,Hélder Wander Sousa de Azevedo e Costa,36.0,MID,Leeds,1.2,50.0
9916,Hélder Wander Sousa de Azevedo e Costa,37.0,MID,Leeds,1.08,50.0
9917,Hélder Wander Sousa de Azevedo e Costa,38.0,MID,Leeds,0.97,50.0
9918,Ian Carlo Poveda-Ocampo,1.0,MID,Leeds,0.0,45.0
9919,Ian Carlo Poveda-Ocampo,2.0,MID,Leeds,0.0,45.0
9920,Ian Carlo Poveda-Ocampo,3.0,MID,Leeds,0.1,45.0
9921,Ian Carlo Poveda-Ocampo,4.0,MID,Leeds,0.19,44.0
9922,Ian Carlo Poveda-Ocampo,5.0,MID,Leeds,0.27,44.0
9923,Ian Carlo Poveda-Ocampo,6.0,MID,Leeds,0.24,44.0
9924,Ian Carlo Poveda-Ocampo,7.0,MID,Leeds,0.32,44.0
9925,Ian Carlo Poveda-Ocampo,8.0,MID,Leeds,0.29,44.0
9926,Ian Carlo Poveda-Ocampo,9.0,MID,Leeds,0.36,44.0
9927,Ian Carlo Poveda-Ocampo,10.0,MID,Leeds,0.42,44.0
9928,Ian Carlo Poveda-Ocampo,11.0,MID,Leeds,0.48,44.0
9929,Ian Carlo Poveda-Ocampo,12.0,MID,Leeds,0.43,44.0
9930,Ian Carlo Poveda-Ocampo,13.0,MID,Leeds,0.39,44.0
9931,Ian Carlo Poveda-Ocampo,14.0,MID,Leeds,0.35,44.0
9932,Ian Carlo Poveda-Ocampo,15.0,MID,Leeds,0.42,44.0
9933,Ian Carlo Poveda-Ocampo,16.0,MID,Leeds,0.37,44.0
9934,Ian Carlo Poveda-Ocampo,17.0,MID,Leeds,0.44,43.0
9935,Ian Carlo Poveda-Ocampo,18.0,MID,Leeds,0.39,45.0
9936,Ian Carlo Poveda-Ocampo,19.0,MID,Leeds,0.45,43.0
9937,Ian Carlo Poveda-Ocampo,20.0,MID,Leeds,0.41,43.0
9938,Ian Carlo Poveda-Ocampo,21.0,MID,Leeds,0.37,43.0
9939,Ian Carlo Poveda-Ocampo,22.0,MID,Leeds,0.33,43.0
9940,Ian Carlo Poveda-Ocampo,23.0,MID,Leeds,0.3,43.0
9941,Ian Carlo Poveda-Ocampo,24.0,MID,Leeds,0.27,43.0
9942,Ian Carlo Poveda-Ocampo,25.0,MID,Leeds,0.24,42.0
9943,Ian Carlo Poveda-Ocampo,26.0,MID,Leeds,0.22,42.0
9944,Ian Carlo Poveda-Ocampo,27.0,MID,Leeds,0.2,42.0
9945,Ian Carlo Poveda-Ocampo,28.0,MID,Leeds,0.18,42.0
9946,Ian Carlo Poveda-Ocampo,29.0,MID,Leeds,0.16,42.0
9947,Ian Carlo Poveda-Ocampo,30.0,MID,Leeds,0.14,42.0
9948,Ian Carlo Poveda-Ocampo,31.0,MID,Leeds,0.13,42.0
9949,Ian Carlo Poveda-Ocampo,32.0,MID,Leeds,0.22,42.0
9950,Ian Carlo Poveda-Ocampo,33.0,MID,Leeds,0.29,42.0
9951,Ian Carlo Poveda-Ocampo,34.0,MID,Leeds,0.36,42.0
9952,Ian Carlo Poveda-Ocampo,35.0,MID,Leeds,0.33,42.0
9953,Ian Carlo Poveda-Ocampo,36.0,MID,Leeds,0.4,42.0
9954,Ian Carlo Poveda-Ocampo,37.0,MID,Leeds,0.36,42.0
9955,Ian Carlo Poveda-Ocampo,38.0,MID,Leeds,0.32,42.0
9956,Ibrahima Diallo,1.0,MID,Southampton,0.0,45.0
9957,Ibrahima Diallo,2.0,MID,Southampton,0.0,45.0
9958,Ibrahima Diallo,3.0,MID,Southampton,0.0,45.0
9959,Ibrahima Diallo,4.0,MID,Southampton,0.0,45.0
9960,Ibrahima Diallo,5.0,MID,Southampton,0.1,45.0
9961,Ibrahima Diallo,6.0,MID,Southampton,0.19,45.0
9962,Ibrahima Diallo,7.0,MID,Southampton,0.17,45.0
9963,Ibrahima Diallo,8.0,MID,Southampton,0.15,45.0
9964,Ibrahima Diallo,9.0,MID,Southampton,0.24,45.0
9965,Ibrahima Diallo,10.0,MID,Southampton,0.31,45.0
9966,Ibrahima Diallo,11.0,MID,Southampton,0.28,45.0
9967,Ibrahima Diallo,12.0,MID,Southampton,0.35,45.0
9968,Ibrahima Diallo,13.0,MID,Southampton,0.32,45.0
9969,Ibrahima Diallo,14.0,MID,Southampton,0.29,45.0
9970,Ibrahima Diallo,15.0,MID,Southampton,0.56,45.0
9971,Ibrahima Diallo,16.0,MID,Southampton,0.5,45.0
9972,Ibrahima Diallo,17.0,MID,Southampton,0.75,45.0
9973,Ibrahima Diallo,18.0,MID,Southampton,0.68,45.0
9974,Ibrahima Diallo,19.0,MID,Southampton,0.71,45.0
9975,Ibrahima Diallo,20.0,MID,Southampton,0.84,45.0
9976,Ibrahima Diallo,21.0,MID,Southampton,0.85,45.0
9977,Ibrahima Diallo,22.0,MID,Southampton,0.77,45.0
9978,Ibrahima Diallo,23.0,MID,Southampton,0.69,45.0
9979,Ibrahima Diallo,24.0,MID,Southampton,0.62,45.0
9980,Ibrahima Diallo,25.0,MID,Southampton,0.56,45.0
9981,Ibrahima Diallo,26.0,MID,Southampton,0.5,45.0
9982,Ibrahima Diallo,27.0,MID,Southampton,0.65,45.0
9983,Ibrahima Diallo,28.0,MID,Southampton,0.79,45.0
9984,Ibrahima Diallo,29.0,MID,Southampton,0.71,45.0
9985,Ibrahima Diallo,30.0,MID,Southampton,0.84,45.0
9986,Ibrahima Diallo,31.0,MID,Southampton,0.96,45.0
9987,Ibrahima Diallo,32.0,MID,Southampton,0.96,45.0
9988,Ibrahima Diallo,33.0,MID,Southampton,0.86,45.0
9989,Ibrahima Diallo,34.0,MID,Southampton,0.88,45.0
9990,Ibrahima Diallo,35.0,MID,Southampton,0.84,45.0
9991,Ibrahima Diallo,36.0,MID,Southampton,0.86,45.0
9992,Ibrahima Diallo,37.0,MID,Southampton,0.87,45.0
9993,Ibrahima Diallo,38.0,MID,Southampton,0.88,45.0
9994,Iliman Ndiaye,1.0,MID,Sheffield Utd,0.0,45.0
9995,Iliman Ndiaye,2.0,MID,Sheffield Utd,0.0,45.0
9996,Iliman Ndiaye,3.0,MID,Sheffield Utd,0.0,45.0
9997,Iliman Ndiaye,4.0,MID,Sheffield Utd,0.0,45.0
9998,Iliman Ndiaye,5.0,MID,Sheffield Utd,0.0,45.0
9999,Iliman Ndiaye,6.0,MID,Sheffield Utd,0.0,45.0
10000,Iliman Ndiaye,7.0,MID,Sheffield Utd,0.0,45.0
10001,Iliman Ndiaye,8.0,MID,Sheffield Utd,0.0,45.0
10002,Iliman Ndiaye,9.0,MID,Sheffield Utd,0.0,45.0
10003,Iliman Ndiaye,10.0,MID,Sheffield Utd,0.0,45.0
10004,Iliman Ndiaye,11.0,MID,Sheffield Utd,0.0,45.0
10005,Iliman Ndiaye,12.0,MID,Sheffield Utd,0.0,45.0
10006,Iliman Ndiaye,13.0,MID,Sheffield Utd,0.0,45.0
10007,Iliman Ndiaye,14.0,MID,Sheffield Utd,0.0,45.0
10008,Iliman Ndiaye,15.0,MID,Sheffield Utd,0.0,45.0
10009,Iliman Ndiaye,16.0,MID,Sheffield Utd,0.0,45.0
10010,Iliman Ndiaye,17.0,MID,Sheffield Utd,0.0,45.0
10011,Iliman Ndiaye,18.0,MID,Sheffield Utd,0.0,45.0
10012,Iliman Ndiaye,19.0,MID,Sheffield Utd,0.0,45.0
10013,Iliman Ndiaye,20.0,MID,Sheffield Utd,0.0,45.0
10014,Iliman Ndiaye,21.0,MID,Sheffield Utd,0.0,45.0
10015,Iliman Ndiaye,22.0,MID,Sheffield Utd,0.0,45.0
10016,Iliman Ndiaye,23.0,MID,Sheffield Utd,0.0,45.0
10017,Iliman Ndiaye,24.0,MID,Sheffield Utd,0.0,45.0
10018,Iliman Ndiaye,25.0,MID,Sheffield Utd,0.0,45.0
10019,Iliman Ndiaye,26.0,MID,Sheffield Utd,0.0,45.0
10020,Iliman Ndiaye,27.0,MID,Sheffield Utd,0.0,45.0
10021,Iliman Ndiaye,28.0,MID,Sheffield Utd,0.1,45.0
10022,Iliman Ndiaye,29.0,MID,Sheffield Utd,0.09,45.0
10023,Iliman Ndiaye,30.0,MID,Sheffield Utd,0.08,45.0
10024,Iliman Ndiaye,31.0,MID,Sheffield Utd,0.07,45.0
10025,Iliman Ndiaye,32.0,MID,Sheffield Utd,0.07,45.0
10026,Iliman Ndiaye,33.0,MID,Sheffield Utd,0.06,45.0
10027,Iliman Ndiaye,34.0,MID,Sheffield Utd,0.05,45.0
10028,Iliman Ndiaye,35.0,MID,Sheffield Utd,0.05,45.0
10029,Iliman Ndiaye,36.0,MID,Sheffield Utd,0.04,45.0
10030,Iliman Ndiaye,37.0,MID,Sheffield Utd,0.04,45.0
10031,Iliman Ndiaye,38.0,MID,Sheffield Utd,0.03,45.0
10032,Ilkay Gündogan,1.0,MID,Man City,1.5,55.0
10033,Ilkay Gündogan,2.0,MID,Man City,1.35,55.0
10034,Ilkay Gündogan,3.0,MID,Man City,1.22,55.0
10035,Ilkay Gündogan,4.0,MID,Man City,1.09,54.0
10036,Ilkay Gündogan,5.0,MID,Man City,1.08,54.0
10037,Ilkay Gündogan,6.0,MID,Man City,1.18,54.0
10038,Ilkay Gündogan,7.0,MID,Man City,1.16,54.0
10039,Ilkay Gündogan,8.0,MID,Man City,1.24,54.0
10040,Ilkay Gündogan,9.0,MID,Man City,1.12,54.0
10041,Ilkay Gündogan,10.0,MID,Man City,1.31,54.0
10042,Ilkay Gündogan,11.0,MID,Man City,1.48,54.0
10043,Ilkay Gündogan,12.0,MID,Man City,1.33,54.0
10044,Ilkay Gündogan,13.0,MID,Man City,2.2,54.0
10045,Ilkay Gündogan,14.0,MID,Man City,2.28,54.0
10046,Ilkay Gündogan,15.0,MID,Man City,3.15,54.0
10047,Ilkay Gündogan,16.0,MID,Man City,2.83,55.0
10048,Ilkay Gündogan,17.0,MID,Man City,3.45,54.0
10049,Ilkay Gündogan,18.0,MID,Man City,3.41,54.0
10050,Ilkay Gündogan,19.0,MID,Man City,3.96,55.0
10051,Ilkay Gündogan,20.0,MID,Man City,4.97,56.0
10052,Ilkay Gündogan,21.0,MID,Man City,4.77,58.0
10053,Ilkay Gündogan,22.0,MID,Man City,5.09,58.0
10054,Ilkay Gündogan,23.0,MID,Man City,5.88,59.0
10055,Ilkay Gündogan,24.0,MID,Man City,6.25,60.0
10056,Ilkay Gündogan,25.0,MID,Man City,5.92,61.0
10057,Ilkay Gündogan,26.0,MID,Man City,5.63,62.0
10058,Ilkay Gündogan,27.0,MID,Man City,5.57,62.0
10059,Ilkay Gündogan,28.0,MID,Man City,5.01,62.0
10060,Ilkay Gündogan,29.0,MID,Man City,4.51,55.0
10061,Ilkay Gündogan,30.0,MID,Man City,4.06,61.0
10062,Ilkay Gündogan,31.0,MID,Man City,3.75,60.0
10063,Ilkay Gündogan,32.0,MID,Man City,3.48,59.0
10064,Ilkay Gündogan,33.0,MID,Man City,3.13,55.0
10065,Ilkay Gündogan,34.0,MID,Man City,2.82,57.0
10066,Ilkay Gündogan,35.0,MID,Man City,2.63,56.0
10067,Ilkay Gündogan,36.0,MID,Man City,2.87,56.0
10068,Ilkay Gündogan,37.0,MID,Man City,3.28,56.0
10069,Ilkay Gündogan,38.0,MID,Man City,2.96,55.0
10070,Illan Meslier,1.0,GK,Leeds,1.0,45.0
10071,Illan Meslier,2.0,GK,Leeds,1.1,45.0
10072,Illan Meslier,3.0,GK,Leeds,1.99,45.0
10073,Illan Meslier,4.0,GK,Leeds,1.99,45.0
10074,Illan Meslier,5.0,GK,Leeds,1.99,45.0
10075,Illan Meslier,6.0,GK,Leeds,2.49,45.0
10076,Illan Meslier,7.0,GK,Leeds,2.34,45.0
10077,Illan Meslier,8.0,GK,Leeds,2.21,45.0
10078,Illan Meslier,9.0,GK,Leeds,2.59,45.0
10079,Illan Meslier,10.0,GK,Leeds,3.43,45.0
10080,Illan Meslier,11.0,GK,Leeds,3.39,46.0
10081,Illan Meslier,12.0,GK,Leeds,3.35,46.0
10082,Illan Meslier,13.0,GK,Leeds,3.11,46.0
10083,Illan Meslier,14.0,GK,Leeds,2.9,46.0
10084,Illan Meslier,15.0,GK,Leeds,3.71,46.0
10085,Illan Meslier,16.0,GK,Leeds,3.94,46.0
10086,Illan Meslier,17.0,GK,Leeds,3.75,46.0
10087,Illan Meslier,18.0,GK,Leeds,3.37,45.0
10088,Illan Meslier,19.0,GK,Leeds,3.03,47.0
10089,Illan Meslier,20.0,GK,Leeds,3.03,47.0
10090,Illan Meslier,21.0,GK,Leeds,3.13,47.0
10091,Illan Meslier,22.0,GK,Leeds,3.02,47.0
10092,Illan Meslier,23.0,GK,Leeds,3.71,47.0
10093,Illan Meslier,24.0,GK,Leeds,3.34,47.0
10094,Illan Meslier,25.0,GK,Leeds,3.51,47.0
10095,Illan Meslier,26.0,GK,Leeds,3.46,46.0
10096,Illan Meslier,27.0,GK,Leeds,4.01,46.0
10097,Illan Meslier,28.0,GK,Leeds,4.71,46.0
10098,Illan Meslier,29.0,GK,Leeds,4.54,46.0
10099,Illan Meslier,30.0,GK,Leeds,4.29,47.0
10100,Illan Meslier,31.0,GK,Leeds,4.26,47.0
10101,Illan Meslier,32.0,GK,Leeds,4.33,47.0
10102,Illan Meslier,33.0,GK,Leeds,4.6,47.0
10103,Illan Meslier,34.0,GK,Leeds,4.34,47.0
10104,Illan Meslier,35.0,GK,Leeds,4.1,47.0
10105,Illan Meslier,36.0,GK,Leeds,4.39,47.0
10106,Illan Meslier,37.0,GK,Leeds,3.95,48.0
10107,Illan Meslier,38.0,GK,Leeds,3.56,48.0
10108,Indiana Vassilev,1.0,FWD,Aston Villa,0.21,45.0
10109,Indiana Vassilev,2.0,FWD,Aston Villa,0.19,45.0
10110,Indiana Vassilev,3.0,FWD,Aston Villa,0.17,45.0
10111,Indiana Vassilev,4.0,FWD,Aston Villa,0.15,45.0
10112,Indiana Vassilev,5.0,FWD,Aston Villa,0.14,44.0
10113,Indiana Vassilev,6.0,FWD,Aston Villa,0.13,44.0
10114,Indiana Vassilev,7.0,FWD,Aston Villa,0.11,44.0
10115,Indiana Vassilev,8.0,FWD,Aston Villa,0.1,44.0
10116,Indiana Vassilev,9.0,FWD,Aston Villa,0.09,44.0
10117,Indiana Vassilev,10.0,FWD,Aston Villa,0.08,44.0
10118,Indiana Vassilev,11.0,FWD,Aston Villa,0.07,45.0
10119,Indiana Vassilev,12.0,FWD,Aston Villa,0.07,43.0
10120,Indiana Vassilev,13.0,FWD,Aston Villa,0.06,43.0
10121,Indiana Vassilev,14.0,FWD,Aston Villa,0.05,43.0
10122,Indiana Vassilev,15.0,FWD,Aston Villa,0.05,43.0
10123,Indiana Vassilev,16.0,FWD,Aston Villa,0.04,43.0
10124,Indiana Vassilev,17.0,FWD,Aston Villa,0.04,43.0
10125,Indiana Vassilev,18.0,FWD,Aston Villa,0.04,45.0
10126,Indiana Vassilev,19.0,FWD,Aston Villa,0.03,43.0
10127,Indiana Vassilev,20.0,FWD,Aston Villa,0.03,43.0
10128,Indiana Vassilev,21.0,FWD,Aston Villa,0.03,43.0
10129,Indiana Vassilev,22.0,FWD,Aston Villa,0.02,43.0
10130,Indiana Vassilev,23.0,FWD,Aston Villa,0.02,43.0
10131,Indiana Vassilev,24.0,FWD,Aston Villa,0.02,43.0
10132,Indiana Vassilev,25.0,FWD,Aston Villa,0.02,43.0
10133,Indiana Vassilev,26.0,FWD,Aston Villa,0.02,43.0
10134,Indiana Vassilev,27.0,FWD,Aston Villa,0.01,43.0
10135,Indiana Vassilev,28.0,FWD,Aston Villa,0.01,43.0
10136,Indiana Vassilev,29.0,FWD,Aston Villa,0.01,43.0
10137,Indiana Vassilev,30.0,FWD,Aston Villa,0.01,43.0
10138,Indiana Vassilev,31.0,FWD,Aston Villa,0.01,43.0
10139,Indiana Vassilev,32.0,FWD,Aston Villa,0.01,43.0
10140,Indiana Vassilev,33.0,FWD,Aston Villa,0.01,43.0
10141,Indiana Vassilev,34.0,FWD,Aston Villa,0.01,43.0
10142,Indiana Vassilev,35.0,FWD,Aston Villa,0.01,43.0
10143,Indiana Vassilev,36.0,FWD,Aston Villa,0.01,43.0
10144,Indiana Vassilev,37.0,FWD,Aston Villa,0.0,43.0
10145,Indiana Vassilev,38.0,FWD,Aston Villa,0.0,43.0
10146,Isaac Hayden,1.0,MID,Newcastle,1.64,50.0
10147,Isaac Hayden,2.0,MID,Newcastle,1.68,50.0
10148,Isaac Hayden,3.0,MID,Newcastle,1.61,50.0
10149,Isaac Hayden,4.0,MID,Newcastle,1.65,50.0
10150,Isaac Hayden,5.0,MID,Newcastle,1.59,49.0
10151,Isaac Hayden,6.0,MID,Newcastle,1.43,49.0
10152,Isaac Hayden,7.0,MID,Newcastle,1.38,48.0
10153,Isaac Hayden,8.0,MID,Newcastle,1.25,48.0
10154,Isaac Hayden,9.0,MID,Newcastle,1.22,48.0
10155,Isaac Hayden,10.0,MID,Newcastle,1.1,48.0
10156,Isaac Hayden,11.0,MID,Newcastle,0.99,50.0
10157,Isaac Hayden,12.0,MID,Newcastle,1.09,48.0
10158,Isaac Hayden,13.0,MID,Newcastle,1.08,48.0
10159,Isaac Hayden,14.0,MID,Newcastle,1.07,48.0
10160,Isaac Hayden,15.0,MID,Newcastle,1.17,47.0
10161,Isaac Hayden,16.0,MID,Newcastle,1.25,47.0
10162,Isaac Hayden,17.0,MID,Newcastle,1.12,47.0
10163,Isaac Hayden,18.0,MID,Newcastle,1.11,47.0
10164,Isaac Hayden,19.0,MID,Newcastle,1.1,47.0
10165,Isaac Hayden,20.0,MID,Newcastle,1.19,47.0
10166,Isaac Hayden,21.0,MID,Newcastle,1.37,47.0
10167,Isaac Hayden,22.0,MID,Newcastle,1.43,47.0
10168,Isaac Hayden,23.0,MID,Newcastle,1.49,47.0
10169,Isaac Hayden,24.0,MID,Newcastle,1.54,47.0
10170,Isaac Hayden,25.0,MID,Newcastle,1.49,46.0
10171,Isaac Hayden,26.0,MID,Newcastle,1.44,46.0
10172,Isaac Hayden,27.0,MID,Newcastle,1.6,46.0
10173,Isaac Hayden,28.0,MID,Newcastle,1.64,46.0
10174,Isaac Hayden,29.0,MID,Newcastle,1.57,46.0
10175,Isaac Hayden,30.0,MID,Newcastle,1.41,46.0
10176,Isaac Hayden,31.0,MID,Newcastle,1.27,46.0
10177,Isaac Hayden,32.0,MID,Newcastle,1.15,46.0
10178,Isaac Hayden,33.0,MID,Newcastle,1.03,46.0
10179,Isaac Hayden,34.0,MID,Newcastle,0.93,46.0
10180,Isaac Hayden,35.0,MID,Newcastle,0.84,46.0
10181,Isaac Hayden,36.0,MID,Newcastle,0.75,46.0
10182,Isaac Hayden,37.0,MID,Newcastle,0.68,46.0
10183,Isaac Hayden,38.0,MID,Newcastle,0.61,46.0
10184,Isaac Price,1.0,MID,Everton,0.0,45.0
10185,Isaac Price,2.0,MID,Everton,0.0,45.0
10186,Isaac Price,3.0,MID,Everton,0.0,45.0
10187,Isaac Price,4.0,MID,Everton,0.0,45.0
10188,Isaac Price,5.0,MID,Everton,0.0,45.0
10189,Isaac Price,6.0,MID,Everton,0.0,45.0
10190,Isaac Price,7.0,MID,Everton,0.0,45.0
10191,Isaac Price,8.0,MID,Everton,0.0,45.0
10192,Isaac Price,9.0,MID,Everton,0.0,45.0
10193,Isaac Price,10.0,MID,Everton,0.0,45.0
10194,Isaac Price,11.0,MID,Everton,0.0,45.0
10195,Isaac Price,12.0,MID,Everton,0.0,45.0
10196,Isaac Price,13.0,MID,Everton,0.0,45.0
10197,Isaac Price,14.0,MID,Everton,0.0,45.0
10198,Isaac Price,15.0,MID,Everton,0.0,45.0
10199,Isaac Price,16.0,MID,Everton,0.0,45.0
10200,Isaac Price,17.0,MID,Everton,0.0,45.0
10201,Isaac Price,18.0,MID,Everton,0.0,45.0
10202,Isaac Price,19.0,MID,Everton,0.0,45.0
10203,Isaac Price,20.0,MID,Everton,0.0,45.0
10204,Isaac Price,21.0,MID,Everton,0.0,45.0
10205,Isaac Price,22.0,MID,Everton,0.0,45.0
10206,Isaac Price,23.0,MID,Everton,0.0,45.0
10207,Isaac Price,24.0,MID,Everton,0.0,45.0
10208,Isaac Price,25.0,MID,Everton,0.0,45.0
10209,Isaac Price,26.0,MID,Everton,0.0,45.0
10210,Isaac Price,27.0,MID,Everton,0.0,45.0
10211,Isaac Price,28.0,MID,Everton,0.0,45.0
10212,Isaac Price,29.0,MID,Everton,0.0,45.0
10213,Isaac Price,30.0,MID,Everton,0.0,45.0
10214,Isaac Price,31.0,MID,Everton,0.0,45.0
10215,Isaac Price,32.0,MID,Everton,0.0,45.0
10216,Isaac Price,33.0,MID,Everton,0.0,45.0
10217,Isaac Price,34.0,MID,Everton,0.0,45.0
10218,Isaac Price,35.0,MID,Everton,0.0,45.0
10219,Isaac Price,36.0,MID,Everton,0.0,45.0
10220,Isaac Price,37.0,MID,Everton,0.0,45.0
10221,Isaac Price,38.0,MID,Everton,0.0,45.0
10222,Islam Slimani,1.0,FWD,Leicester,1.33,50.0
10223,Islam Slimani,2.0,FWD,Leicester,1.2,50.0
10224,Islam Slimani,3.0,FWD,Leicester,1.08,50.0
10225,Islam Slimani,4.0,FWD,Leicester,0.97,50.0
10226,Islam Slimani,5.0,FWD,Leicester,0.97,50.0
10227,Islam Slimani,6.0,FWD,Leicester,0.88,50.0
10228,Islam Slimani,7.0,FWD,Leicester,0.79,50.0
10229,Islam Slimani,8.0,FWD,Leicester,0.71,50.0
10230,Islam Slimani,9.0,FWD,Leicester,0.64,50.0
10231,Islam Slimani,10.0,FWD,Leicester,0.57,50.0
10232,Islam Slimani,11.0,FWD,Leicester,0.52,50.0
10233,Islam Slimani,12.0,FWD,Leicester,0.47,50.0
10234,Islam Slimani,13.0,FWD,Leicester,0.42,50.0
10235,Islam Slimani,14.0,FWD,Leicester,0.38,50.0
10236,Islam Slimani,15.0,FWD,Leicester,0.34,49.0
10237,Islam Slimani,16.0,FWD,Leicester,0.31,49.0
10238,Islam Slimani,17.0,FWD,Leicester,0.27,49.0
10239,Islam Slimani,18.0,FWD,Leicester,0.25,50.0
10240,Islam Slimani,19.0,FWD,Leicester,0.22,49.0
10241,Islam Slimani,20.0,FWD,Leicester,0.2,49.0
10242,Islam Slimani,21.0,FWD,Leicester,0.18,49.0
10243,Islam Slimani,22.0,FWD,Leicester,0.16,49.0
10244,Islam Slimani,23.0,FWD,Leicester,0.15,49.0
10245,Islam Slimani,24.0,FWD,Leicester,0.13,49.0
10246,Islam Slimani,25.0,FWD,Leicester,0.12,49.0
10247,Islam Slimani,26.0,FWD,Leicester,0.11,49.0
10248,Islam Slimani,27.0,FWD,Leicester,0.1,49.0
