index,Name,GW,Position,Club,Total Points,Cost
2685,Ben Gibson,26.0,DEF,Burnley,0.07,39.0
2686,Ben Gibson,27.0,DEF,Burnley,0.06,39.0
2687,Ben Gibson,28.0,DEF,Burnley,0.06,39.0
2688,Ben Gibson,29.0,DEF,Burnley,0.05,40.0
2689,Ben Gibson,30.0,DEF,Burnley,0.05,39.0
2690,Ben Gibson,31.0,DEF,Burnley,0.04,39.0
2691,Ben Gibson,32.0,DEF,Burnley,0.04,39.0
2692,Ben Gibson,33.0,DEF,Burnley,0.03,39.0
2693,Ben Gibson,34.0,DEF,Burnley,0.03,39.0
2694,Ben Gibson,35.0,DEF,Burnley,0.03,39.0
2695,Ben Gibson,36.0,DEF,Burnley,0.03,39.0
2696,Ben Gibson,37.0,DEF,Burnley,0.02,39.0
2697,Ben Gibson,38.0,DEF,Burnley,0.02,39.0
2698,Ben Godfrey,1.0,DEF,Everton,0.9,50.0
2699,Ben Godfrey,2.0,DEF,Everton,0.81,50.0
2700,Ben Godfrey,3.0,DEF,Everton,0.73,50.0
2701,Ben Godfrey,4.0,DEF,Everton,0.66,50.0
2702,Ben Godfrey,5.0,DEF,Everton,0.69,50.0
2703,Ben Godfrey,6.0,DEF,Everton,0.72,50.0
2704,Ben Godfrey,7.0,DEF,Everton,0.65,50.0
2705,Ben Godfrey,8.0,DEF,Everton,0.58,50.0
2706,Ben Godfrey,9.0,DEF,Everton,0.63,50.0
2707,Ben Godfrey,10.0,DEF,Everton,0.76,50.0
2708,Ben Godfrey,11.0,DEF,Everton,0.89,50.0
2709,Ben Godfrey,12.0,DEF,Everton,1.5,50.0
2710,Ben Godfrey,13.0,DEF,Everton,1.85,50.0
2711,Ben Godfrey,14.0,DEF,Everton,1.86,50.0
2712,Ben Godfrey,15.0,DEF,Everton,2.18,50.0
2713,Ben Godfrey,16.0,DEF,Everton,1.96,50.0
2714,Ben Godfrey,17.0,DEF,Everton,1.86,50.0
2715,Ben Godfrey,18.0,DEF,Everton,1.88,50.0
2716,Ben Godfrey,19.0,DEF,Everton,1.69,50.0
2717,Ben Godfrey,20.0,DEF,Everton,1.72,50.0
2718,Ben Godfrey,21.0,DEF,Everton,1.55,50.0
2719,Ben Godfrey,22.0,DEF,Everton,1.79,50.0
2720,Ben Godfrey,23.0,DEF,Everton,1.71,50.0
2721,Ben Godfrey,24.0,DEF,Everton,1.64,50.0
2722,Ben Godfrey,25.0,DEF,Everton,2.08,50.0
2723,Ben Godfrey,26.0,DEF,Everton,2.47,50.0
2724,Ben Godfrey,27.0,DEF,Everton,2.12,50.0
2725,Ben Godfrey,28.0,DEF,Everton,2.01,50.0
2726,Ben Godfrey,29.0,DEF,Everton,1.81,50.0
2727,Ben Godfrey,30.0,DEF,Everton,1.73,50.0
2728,Ben Godfrey,31.0,DEF,Everton,2.16,50.0
2729,Ben Godfrey,32.0,DEF,Everton,2.04,50.0
2730,Ben Godfrey,33.0,DEF,Everton,2.74,50.0
2731,Ben Godfrey,34.0,DEF,Everton,2.56,50.0
2732,Ben Godfrey,35.0,DEF,Everton,3.21,50.0
2733,Ben Godfrey,36.0,DEF,Everton,3.09,50.0
2734,Ben Godfrey,37.0,DEF,Everton,3.38,51.0
2735,Ben Godfrey,38.0,DEF,Everton,3.04,51.0
2736,Ben Johnson,1.0,DEF,West Ham,0.1,40.0
2737,Ben Johnson,2.0,DEF,West Ham,0.09,40.0
2738,Ben Johnson,3.0,DEF,West Ham,0.18,40.0
2739,Ben Johnson,4.0,DEF,West Ham,0.16,40.0
2740,Ben Johnson,5.0,DEF,West Ham,0.15,40.0
2741,Ben Johnson,6.0,DEF,West Ham,0.13,40.0
2742,Ben Johnson,7.0,DEF,West Ham,0.12,40.0
2743,Ben Johnson,8.0,DEF,West Ham,0.11,40.0
2744,Ben Johnson,9.0,DEF,West Ham,0.1,39.0
2745,Ben Johnson,10.0,DEF,West Ham,0.09,39.0
2746,Ben Johnson,11.0,DEF,West Ham,0.18,39.0
2747,Ben Johnson,12.0,DEF,West Ham,0.26,39.0
2748,Ben Johnson,13.0,DEF,West Ham,0.23,39.0
2749,Ben Johnson,14.0,DEF,West Ham,0.21,39.0
2750,Ben Johnson,15.0,DEF,West Ham,0.89,39.0
2751,Ben Johnson,16.0,DEF,West Ham,0.8,39.0
2752,Ben Johnson,17.0,DEF,West Ham,0.72,39.0
2753,Ben Johnson,18.0,DEF,West Ham,0.65,40.0
2754,Ben Johnson,19.0,DEF,West Ham,0.58,39.0
2755,Ben Johnson,20.0,DEF,West Ham,0.53,39.0
2756,Ben Johnson,21.0,DEF,West Ham,0.47,39.0
2757,Ben Johnson,22.0,DEF,West Ham,0.53,39.0
2758,Ben Johnson,23.0,DEF,West Ham,0.47,39.0
2759,Ben Johnson,24.0,DEF,West Ham,1.03,39.0
2760,Ben Johnson,25.0,DEF,West Ham,1.02,39.0
2761,Ben Johnson,26.0,DEF,West Ham,0.92,39.0
2762,Ben Johnson,27.0,DEF,West Ham,0.93,39.0
2763,Ben Johnson,28.0,DEF,West Ham,1.04,39.0
2764,Ben Johnson,29.0,DEF,West Ham,0.93,39.0
2765,Ben Johnson,30.0,DEF,West Ham,0.94,39.0
2766,Ben Johnson,31.0,DEF,West Ham,0.95,39.0
2767,Ben Johnson,32.0,DEF,West Ham,0.95,39.0
2768,Ben Johnson,33.0,DEF,West Ham,0.96,39.0
2769,Ben Johnson,34.0,DEF,West Ham,0.86,39.0
2770,Ben Johnson,35.0,DEF,West Ham,0.77,39.0
2771,Ben Johnson,36.0,DEF,West Ham,0.7,39.0
2772,Ben Johnson,37.0,DEF,West Ham,0.63,39.0
2773,Ben Johnson,38.0,DEF,West Ham,0.56,39.0
2774,Ben Mee,1.0,DEF,Burnley,2.22,50.0
2775,Ben Mee,2.0,DEF,Burnley,2.0,50.0
2776,Ben Mee,3.0,DEF,Burnley,1.8,50.0
2777,Ben Mee,4.0,DEF,Burnley,1.62,50.0
2778,Ben Mee,5.0,DEF,Burnley,1.46,49.0
2779,Ben Mee,6.0,DEF,Burnley,1.31,49.0
2780,Ben Mee,7.0,DEF,Burnley,1.18,49.0
2781,Ben Mee,8.0,DEF,Burnley,1.86,49.0
2782,Ben Mee,9.0,DEF,Burnley,2.28,49.0
2783,Ben Mee,10.0,DEF,Burnley,2.05,49.0
2784,Ben Mee,11.0,DEF,Burnley,2.04,49.0
2785,Ben Mee,12.0,DEF,Burnley,2.54,49.0
2786,Ben Mee,13.0,DEF,Burnley,2.89,49.0
2787,Ben Mee,14.0,DEF,Burnley,2.8,49.0
2788,Ben Mee,15.0,DEF,Burnley,2.72,49.0
2789,Ben Mee,16.0,DEF,Burnley,3.95,49.0
2790,Ben Mee,17.0,DEF,Burnley,3.55,50.0
2791,Ben Mee,18.0,DEF,Burnley,3.4,49.0
2792,Ben Mee,19.0,DEF,Burnley,3.51,49.0
2793,Ben Mee,20.0,DEF,Burnley,3.86,49.0
2794,Ben Mee,21.0,DEF,Burnley,3.57,49.0
2795,Ben Mee,22.0,DEF,Burnley,3.31,49.0
2796,Ben Mee,23.0,DEF,Burnley,3.08,50.0
2797,Ben Mee,24.0,DEF,Burnley,3.07,50.0
2798,Ben Mee,25.0,DEF,Burnley,3.27,51.0
2799,Ben Mee,26.0,DEF,Burnley,3.04,51.0
2800,Ben Mee,27.0,DEF,Burnley,2.94,51.0
2801,Ben Mee,28.0,DEF,Burnley,2.84,50.0
2802,Ben Mee,29.0,DEF,Burnley,2.56,50.0
2803,Ben Mee,30.0,DEF,Burnley,2.4,49.0
2804,Ben Mee,31.0,DEF,Burnley,2.26,49.0
2805,Ben Mee,32.0,DEF,Burnley,2.14,48.0
2806,Ben Mee,33.0,DEF,Burnley,2.52,48.0
2807,Ben Mee,34.0,DEF,Burnley,2.27,48.0
2808,Ben Mee,35.0,DEF,Burnley,2.64,48.0
2809,Ben Mee,36.0,DEF,Burnley,2.38,47.0
2810,Ben Mee,37.0,DEF,Burnley,2.24,47.0
2811,Ben Mee,38.0,DEF,Burnley,2.02,47.0
2812,Ben Osborn,1.0,MID,Sheffield Utd,0.45,50.0
2813,Ben Osborn,2.0,MID,Sheffield Utd,0.5,50.0
2814,Ben Osborn,3.0,MID,Sheffield Utd,0.65,49.0
2815,Ben Osborn,4.0,MID,Sheffield Utd,0.79,49.0
2816,Ben Osborn,5.0,MID,Sheffield Utd,0.71,49.0
2817,Ben Osborn,6.0,MID,Sheffield Utd,0.84,49.0
2818,Ben Osborn,7.0,MID,Sheffield Utd,0.86,49.0
2819,Ben Osborn,8.0,MID,Sheffield Utd,0.87,49.0
2820,Ben Osborn,9.0,MID,Sheffield Utd,0.78,48.0
2821,Ben Osborn,10.0,MID,Sheffield Utd,0.7,48.0
2822,Ben Osborn,11.0,MID,Sheffield Utd,0.73,48.0
2823,Ben Osborn,12.0,MID,Sheffield Utd,0.66,48.0
2824,Ben Osborn,13.0,MID,Sheffield Utd,0.59,48.0
2825,Ben Osborn,14.0,MID,Sheffield Utd,0.54,48.0
2826,Ben Osborn,15.0,MID,Sheffield Utd,0.68,48.0
2827,Ben Osborn,16.0,MID,Sheffield Utd,0.81,48.0
2828,Ben Osborn,17.0,MID,Sheffield Utd,0.93,48.0
2829,Ben Osborn,18.0,MID,Sheffield Utd,1.14,48.0
2830,Ben Osborn,19.0,MID,Sheffield Utd,1.02,48.0
2831,Ben Osborn,20.0,MID,Sheffield Utd,0.92,48.0
2832,Ben Osborn,21.0,MID,Sheffield Utd,0.83,48.0
2833,Ben Osborn,22.0,MID,Sheffield Utd,0.75,47.0
2834,Ben Osborn,23.0,MID,Sheffield Utd,0.67,47.0
2835,Ben Osborn,24.0,MID,Sheffield Utd,0.81,47.0
2836,Ben Osborn,25.0,MID,Sheffield Utd,0.72,47.0
2837,Ben Osborn,26.0,MID,Sheffield Utd,0.75,47.0
2838,Ben Osborn,27.0,MID,Sheffield Utd,0.68,47.0
2839,Ben Osborn,28.0,MID,Sheffield Utd,0.61,47.0
2840,Ben Osborn,29.0,MID,Sheffield Utd,0.55,50.0
2841,Ben Osborn,30.0,MID,Sheffield Utd,1.49,47.0
2842,Ben Osborn,31.0,MID,Sheffield Utd,1.54,47.0
2843,Ben Osborn,32.0,MID,Sheffield Utd,1.59,47.0
2844,Ben Osborn,33.0,MID,Sheffield Utd,1.73,47.0
2845,Ben Osborn,34.0,MID,Sheffield Utd,1.76,47.0
2846,Ben Osborn,35.0,MID,Sheffield Utd,1.68,47.0
2847,Ben Osborn,36.0,MID,Sheffield Utd,1.81,47.0
2848,Ben Osborn,37.0,MID,Sheffield Utd,1.83,47.0
2849,Ben Osborn,38.0,MID,Sheffield Utd,1.95,47.0
2850,Ben White,1.0,DEF,Brighton,0.1,45.0
2851,Ben White,2.0,DEF,Brighton,0.69,45.0
2852,Ben White,3.0,DEF,Brighton,0.62,45.0
2853,Ben White,4.0,DEF,Brighton,0.56,45.0
2854,Ben White,5.0,DEF,Brighton,0.7,45.0
2855,Ben White,6.0,DEF,Brighton,0.83,45.0
2856,Ben White,7.0,DEF,Brighton,0.85,45.0
2857,Ben White,8.0,DEF,Brighton,1.36,45.0
2858,Ben White,9.0,DEF,Brighton,1.43,45.0
2859,Ben White,10.0,DEF,Brighton,1.39,45.0
2860,Ben White,11.0,DEF,Brighton,1.35,44.0
2861,Ben White,12.0,DEF,Brighton,1.31,44.0
2862,Ben White,13.0,DEF,Brighton,1.78,44.0
2863,Ben White,14.0,DEF,Brighton,1.8,44.0
2864,Ben White,15.0,DEF,Brighton,1.72,44.0
2865,Ben White,16.0,DEF,Brighton,1.55,44.0
2866,Ben White,17.0,DEF,Brighton,1.5,44.0
2867,Ben White,18.0,DEF,Brighton,1.55,44.0
2868,Ben White,19.0,DEF,Brighton,1.99,44.0
2869,Ben White,20.0,DEF,Brighton,2.59,44.0
2870,Ben White,21.0,DEF,Brighton,2.93,44.0
2871,Ben White,22.0,DEF,Brighton,3.24,44.0
2872,Ben White,23.0,DEF,Brighton,3.12,44.0
2873,Ben White,24.0,DEF,Brighton,3.4,44.0
2874,Ben White,25.0,DEF,Brighton,3.16,44.0
2875,Ben White,26.0,DEF,Brighton,3.05,44.0
2876,Ben White,27.0,DEF,Brighton,2.84,44.0
2877,Ben White,28.0,DEF,Brighton,2.76,44.0
2878,Ben White,29.0,DEF,Brighton,3.08,44.0
2879,Ben White,30.0,DEF,Brighton,2.77,45.0
2880,Ben White,31.0,DEF,Brighton,3.4,45.0
2881,Ben White,32.0,DEF,Brighton,3.36,45.0
2882,Ben White,33.0,DEF,Brighton,3.02,45.0
2883,Ben White,34.0,DEF,Brighton,3.32,45.0
2884,Ben White,35.0,DEF,Brighton,3.09,45.0
2885,Ben White,36.0,DEF,Brighton,2.98,45.0
2886,Ben White,37.0,DEF,Brighton,2.78,45.0
2887,Ben White,38.0,DEF,Brighton,2.6,45.0
2888,Ben Woodburn,1.0,MID,Liverpool,0.08,45.0
2889,Ben Woodburn,2.0,MID,Liverpool,0.08,45.0
2890,Ben Woodburn,3.0,MID,Liverpool,0.07,45.0
2891,Ben Woodburn,4.0,MID,Liverpool,0.06,45.0
2892,Ben Woodburn,5.0,MID,Liverpool,0.06,45.0
2893,Ben Woodburn,6.0,MID,Liverpool,0.05,45.0
2894,Ben Woodburn,7.0,MID,Liverpool,0.04,45.0
2895,Ben Woodburn,8.0,MID,Liverpool,0.04,45.0
2896,Ben Woodburn,9.0,MID,Liverpool,0.04,45.0
2897,Ben Woodburn,10.0,MID,Liverpool,0.03,45.0
2898,Ben Woodburn,11.0,MID,Liverpool,0.03,45.0
2899,Ben Woodburn,12.0,MID,Liverpool,0.03,45.0
2900,Ben Woodburn,13.0,MID,Liverpool,0.02,45.0
2901,Ben Woodburn,14.0,MID,Liverpool,0.02,45.0
2902,Ben Woodburn,15.0,MID,Liverpool,0.02,45.0
2903,Ben Woodburn,16.0,MID,Liverpool,0.02,45.0
2904,Ben Woodburn,17.0,MID,Liverpool,0.02,45.0
2905,Ben Woodburn,18.0,MID,Liverpool,0.01,45.0
2906,Ben Woodburn,19.0,MID,Liverpool,0.01,45.0
2907,Ben Woodburn,20.0,MID,Liverpool,0.01,45.0
2908,Ben Woodburn,21.0,MID,Liverpool,0.01,45.0
2909,Ben Woodburn,22.0,MID,Liverpool,0.01,45.0
2910,Ben Woodburn,23.0,MID,Liverpool,0.01,45.0
2911,Ben Woodburn,24.0,MID,Liverpool,0.01,45.0
2912,Ben Woodburn,25.0,MID,Liverpool,0.01,45.0
2913,Ben Woodburn,26.0,MID,Liverpool,0.01,45.0
2914,Ben Woodburn,27.0,MID,Liverpool,0.01,45.0
2915,Ben Woodburn,28.0,MID,Liverpool,0.0,45.0
2916,Ben Woodburn,29.0,MID,Liverpool,0.0,45.0
2917,Ben Woodburn,30.0,MID,Liverpool,0.0,45.0
2918,Ben Woodburn,31.0,MID,Liverpool,0.0,45.0
2919,Ben Woodburn,32.0,MID,Liverpool,0.0,45.0
2920,Ben Woodburn,33.0,MID,Liverpool,0.0,45.0
2921,Ben Woodburn,34.0,MID,Liverpool,0.0,45.0
2922,Ben Woodburn,35.0,MID,Liverpool,0.0,45.0
2923,Ben Woodburn,36.0,MID,Liverpool,0.0,45.0
2924,Ben Woodburn,37.0,MID,Liverpool,0.0,45.0
2925,Ben Woodburn,38.0,MID,Liverpool,0.0,45.0
2926,Benjamin Chilwell,1.0,DEF,Chelsea,1.87,55.0
2927,Benjamin Chilwell,2.0,DEF,Chelsea,1.68,55.0
2928,Benjamin Chilwell,3.0,DEF,Chelsea,1.52,55.0
2929,Benjamin Chilwell,4.0,DEF,Chelsea,3.16,55.0
2930,Benjamin Chilwell,5.0,DEF,Chelsea,3.15,56.0
2931,Benjamin Chilwell,6.0,DEF,Chelsea,3.43,57.0
2932,Benjamin Chilwell,7.0,DEF,Chelsea,3.69,58.0
2933,Benjamin Chilwell,8.0,DEF,Chelsea,4.12,59.0
2934,Benjamin Chilwell,9.0,DEF,Chelsea,4.41,60.0
2935,Benjamin Chilwell,10.0,DEF,Chelsea,4.77,61.0
2936,Benjamin Chilwell,11.0,DEF,Chelsea,4.49,62.0
2937,Benjamin Chilwell,12.0,DEF,Chelsea,4.24,62.0
2938,Benjamin Chilwell,13.0,DEF,Chelsea,4.32,62.0
2939,Benjamin Chilwell,14.0,DEF,Chelsea,3.99,62.0
2940,Benjamin Chilwell,15.0,DEF,Chelsea,3.69,61.0
2941,Benjamin Chilwell,16.0,DEF,Chelsea,3.82,61.0
2942,Benjamin Chilwell,17.0,DEF,Chelsea,3.54,61.0
2943,Benjamin Chilwell,18.0,DEF,Chelsea,3.18,55.0
2944,Benjamin Chilwell,19.0,DEF,Chelsea,3.21,61.0
2945,Benjamin Chilwell,20.0,DEF,Chelsea,3.39,61.0
2946,Benjamin Chilwell,21.0,DEF,Chelsea,3.05,61.0
2947,Benjamin Chilwell,22.0,DEF,Chelsea,2.75,61.0
2948,Benjamin Chilwell,23.0,DEF,Chelsea,2.67,60.0
2949,Benjamin Chilwell,24.0,DEF,Chelsea,2.41,59.0
2950,Benjamin Chilwell,25.0,DEF,Chelsea,2.17,59.0
2951,Benjamin Chilwell,26.0,DEF,Chelsea,2.5,58.0
2952,Benjamin Chilwell,27.0,DEF,Chelsea,2.25,58.0
2953,Benjamin Chilwell,28.0,DEF,Chelsea,2.62,58.0
2954,Benjamin Chilwell,29.0,DEF,Chelsea,2.36,55.0
2955,Benjamin Chilwell,30.0,DEF,Chelsea,2.13,58.0
2956,Benjamin Chilwell,31.0,DEF,Chelsea,2.11,58.0
2957,Benjamin Chilwell,32.0,DEF,Chelsea,1.9,58.0
2958,Benjamin Chilwell,33.0,DEF,Chelsea,2.91,58.0
2959,Benjamin Chilwell,34.0,DEF,Chelsea,3.22,58.0
2960,Benjamin Chilwell,35.0,DEF,Chelsea,3.0,59.0
2961,Benjamin Chilwell,36.0,DEF,Chelsea,2.7,55.0
2962,Benjamin Chilwell,37.0,DEF,Chelsea,2.93,59.0
2963,Benjamin Chilwell,38.0,DEF,Chelsea,3.44,59.0
2964,Benjamin Mendy,1.0,DEF,Man City,1.2,60.0
2965,Benjamin Mendy,2.0,DEF,Man City,1.18,60.0
2966,Benjamin Mendy,3.0,DEF,Man City,1.06,60.0
2967,Benjamin Mendy,4.0,DEF,Man City,1.05,60.0
2968,Benjamin Mendy,5.0,DEF,Man City,0.95,60.0
2969,Benjamin Mendy,6.0,DEF,Man City,0.85,60.0
2970,Benjamin Mendy,7.0,DEF,Man City,0.77,59.0
2971,Benjamin Mendy,8.0,DEF,Man City,0.69,59.0
2972,Benjamin Mendy,9.0,DEF,Man City,0.62,59.0
2973,Benjamin Mendy,10.0,DEF,Man City,1.96,59.0
2974,Benjamin Mendy,11.0,DEF,Man City,2.36,59.0
2975,Benjamin Mendy,12.0,DEF,Man City,2.13,59.0
2976,Benjamin Mendy,13.0,DEF,Man City,2.11,59.0
2977,Benjamin Mendy,14.0,DEF,Man City,1.9,59.0
2978,Benjamin Mendy,15.0,DEF,Man City,1.71,59.0
2979,Benjamin Mendy,16.0,DEF,Man City,1.54,60.0
2980,Benjamin Mendy,17.0,DEF,Man City,1.39,59.0
2981,Benjamin Mendy,18.0,DEF,Man City,1.25,59.0
2982,Benjamin Mendy,19.0,DEF,Man City,1.12,59.0
2983,Benjamin Mendy,20.0,DEF,Man City,1.01,59.0
2984,Benjamin Mendy,21.0,DEF,Man City,0.91,59.0
2985,Benjamin Mendy,22.0,DEF,Man City,0.82,59.0
2986,Benjamin Mendy,23.0,DEF,Man City,0.74,59.0
2987,Benjamin Mendy,24.0,DEF,Man City,0.66,59.0
2988,Benjamin Mendy,25.0,DEF,Man City,0.6,59.0
2989,Benjamin Mendy,26.0,DEF,Man City,0.54,59.0
2990,Benjamin Mendy,27.0,DEF,Man City,0.53,59.0
2991,Benjamin Mendy,28.0,DEF,Man City,1.08,59.0
2992,Benjamin Mendy,29.0,DEF,Man City,0.97,60.0
2993,Benjamin Mendy,30.0,DEF,Man City,2.38,59.0
2994,Benjamin Mendy,31.0,DEF,Man City,2.34,59.0
2995,Benjamin Mendy,32.0,DEF,Man City,2.1,59.0
2996,Benjamin Mendy,33.0,DEF,Man City,1.89,60.0
2997,Benjamin Mendy,34.0,DEF,Man City,2.9,59.0
2998,Benjamin Mendy,35.0,DEF,Man City,2.81,59.0
2999,Benjamin Mendy,36.0,DEF,Man City,2.63,59.0
3000,Benjamin Mendy,37.0,DEF,Man City,2.37,59.0
3001,Benjamin Mendy,38.0,DEF,Man City,2.13,59.0
3002,Bernard Anício Caldeira Duarte,1.0,MID,Everton,1.71,60.0
3003,Bernard Anício Caldeira Duarte,2.0,MID,Everton,1.53,60.0
3004,Bernard Anício Caldeira Duarte,3.0,MID,Everton,1.38,59.0
3005,Bernard Anício Caldeira Duarte,4.0,MID,Everton,1.24,59.0
3006,Bernard Anício Caldeira Duarte,5.0,MID,Everton,1.12,58.0
3007,Bernard Anício Caldeira Duarte,6.0,MID,Everton,1.01,58.0
3008,Bernard Anício Caldeira Duarte,7.0,MID,Everton,1.01,58.0
3009,Bernard Anício Caldeira Duarte,8.0,MID,Everton,1.71,58.0
3010,Bernard Anício Caldeira Duarte,9.0,MID,Everton,1.54,58.0
3011,Bernard Anício Caldeira Duarte,10.0,MID,Everton,1.48,58.0
3012,Bernard Anício Caldeira Duarte,11.0,MID,Everton,1.33,58.0
3013,Bernard Anício Caldeira Duarte,12.0,MID,Everton,1.2,58.0
3014,Bernard Anício Caldeira Duarte,13.0,MID,Everton,1.08,58.0
3015,Bernard Anício Caldeira Duarte,14.0,MID,Everton,0.97,58.0
3016,Bernard Anício Caldeira Duarte,15.0,MID,Everton,0.87,58.0
3017,Bernard Anício Caldeira Duarte,16.0,MID,Everton,0.79,60.0
3018,Bernard Anício Caldeira Duarte,17.0,MID,Everton,1.01,58.0
3019,Bernard Anício Caldeira Duarte,18.0,MID,Everton,0.91,58.0
3020,Bernard Anício Caldeira Duarte,19.0,MID,Everton,0.82,60.0
3021,Bernard Anício Caldeira Duarte,20.0,MID,Everton,0.74,57.0
3022,Bernard Anício Caldeira Duarte,21.0,MID,Everton,0.66,57.0
3023,Bernard Anício Caldeira Duarte,22.0,MID,Everton,0.6,57.0
3024,Bernard Anício Caldeira Duarte,23.0,MID,Everton,0.54,57.0
3025,Bernard Anício Caldeira Duarte,24.0,MID,Everton,0.53,57.0
3026,Bernard Anício Caldeira Duarte,25.0,MID,Everton,0.48,57.0
3027,Bernard Anício Caldeira Duarte,26.0,MID,Everton,0.58,57.0
3028,Bernard Anício Caldeira Duarte,27.0,MID,Everton,0.62,57.0
3029,Bernard Anício Caldeira Duarte,28.0,MID,Everton,0.56,57.0
3030,Bernard Anício Caldeira Duarte,29.0,MID,Everton,0.5,60.0
3031,Bernard Anício Caldeira Duarte,30.0,MID,Everton,0.45,57.0
3032,Bernard Anício Caldeira Duarte,31.0,MID,Everton,0.41,57.0
3033,Bernard Anício Caldeira Duarte,32.0,MID,Everton,0.37,57.0
3034,Bernard Anício Caldeira Duarte,33.0,MID,Everton,0.33,57.0
3035,Bernard Anício Caldeira Duarte,34.0,MID,Everton,0.4,57.0
3036,Bernard Anício Caldeira Duarte,35.0,MID,Everton,0.36,57.0
3037,Bernard Anício Caldeira Duarte,36.0,MID,Everton,0.42,57.0
3038,Bernard Anício Caldeira Duarte,37.0,MID,Everton,0.38,57.0
3039,Bernard Anício Caldeira Duarte,38.0,MID,Everton,0.44,57.0
3040,Bernardo Fernandes da Silva Junior,1.0,DEF,Brighton,0.71,40.0
3041,Bernardo Fernandes da Silva Junior,2.0,DEF,Brighton,0.64,40.0
3042,Bernardo Fernandes da Silva Junior,3.0,DEF,Brighton,0.58,40.0
3043,Bernardo Fernandes da Silva Junior,4.0,DEF,Brighton,0.52,40.0
3044,Bernardo Fernandes da Silva Junior,5.0,DEF,Brighton,0.47,40.0
3045,Bernardo Fernandes da Silva Junior,6.0,DEF,Brighton,0.42,40.0
3046,Bernardo Fernandes da Silva Junior,7.0,DEF,Brighton,0.48,40.0
3047,Bernardo Fernandes da Silva Junior,8.0,DEF,Brighton,0.43,39.0
3048,Bernardo Fernandes da Silva Junior,9.0,DEF,Brighton,0.39,39.0
3049,Bernardo Fernandes da Silva Junior,10.0,DEF,Brighton,0.35,39.0
3050,Bernardo Fernandes da Silva Junior,11.0,DEF,Brighton,0.31,39.0
3051,Bernardo Fernandes da Silva Junior,12.0,DEF,Brighton,0.28,39.0
3052,Bernardo Fernandes da Silva Junior,13.0,DEF,Brighton,0.25,39.0
3053,Bernardo Fernandes da Silva Junior,14.0,DEF,Brighton,0.23,39.0
3054,Bernardo Fernandes da Silva Junior,15.0,DEF,Brighton,0.21,39.0
3055,Bernardo Fernandes da Silva Junior,16.0,DEF,Brighton,0.39,39.0
3056,Bernardo Fernandes da Silva Junior,17.0,DEF,Brighton,0.35,39.0
3057,Bernardo Fernandes da Silva Junior,18.0,DEF,Brighton,0.51,39.0
3058,Bernardo Fernandes da Silva Junior,19.0,DEF,Brighton,0.46,39.0
3059,Bernardo Fernandes da Silva Junior,20.0,DEF,Brighton,0.41,39.0
3060,Bernardo Fernandes da Silva Junior,21.0,DEF,Brighton,0.37,39.0
3061,Bernardo Fernandes da Silva Junior,22.0,DEF,Brighton,0.34,39.0
3062,Bernardo Fernandes da Silva Junior,23.0,DEF,Brighton,0.3,39.0
3063,Bernardo Fernandes da Silva Junior,24.0,DEF,Brighton,0.27,39.0
3064,Bernardo Fernandes da Silva Junior,25.0,DEF,Brighton,0.24,39.0
3065,Bernardo Fernandes da Silva Junior,26.0,DEF,Brighton,0.22,39.0
3066,Bernardo Fernandes da Silva Junior,27.0,DEF,Brighton,0.2,39.0
3067,Bernardo Fernandes da Silva Junior,28.0,DEF,Brighton,0.18,39.0
3068,Bernardo Fernandes da Silva Junior,29.0,DEF,Brighton,0.16,39.0
3069,Bernardo Fernandes da Silva Junior,30.0,DEF,Brighton,0.14,39.0
3070,Bernardo Fernandes da Silva Junior,31.0,DEF,Brighton,0.13,39.0
3071,Bernardo Fernandes da Silva Junior,32.0,DEF,Brighton,0.12,39.0
3072,Bernardo Fernandes da Silva Junior,33.0,DEF,Brighton,0.11,39.0
3073,Bernardo Fernandes da Silva Junior,34.0,DEF,Brighton,0.09,39.0
3074,Bernardo Fernandes da Silva Junior,35.0,DEF,Brighton,0.09,39.0
3075,Bernardo Fernandes da Silva Junior,36.0,DEF,Brighton,0.08,39.0
3076,Bernardo Fernandes da Silva Junior,37.0,DEF,Brighton,0.07,39.0
3077,Bernardo Fernandes da Silva Junior,38.0,DEF,Brighton,0.06,39.0
3078,Bernardo Mota Veiga de Carvalho e Silva,1.0,MID,Man City,2.99,75.0
3079,Bernardo Mota Veiga de Carvalho e Silva,2.0,MID,Man City,2.69,75.0
3080,Bernardo Mota Veiga de Carvalho e Silva,3.0,MID,Man City,2.42,75.0
3081,Bernardo Mota Veiga de Carvalho e Silva,4.0,MID,Man City,2.28,74.0
3082,Bernardo Mota Veiga de Carvalho e Silva,5.0,MID,Man City,2.35,74.0
3083,Bernardo Mota Veiga de Carvalho e Silva,6.0,MID,Man City,2.32,74.0
3084,Bernardo Mota Veiga de Carvalho e Silva,7.0,MID,Man City,2.38,74.0
3085,Bernardo Mota Veiga de Carvalho e Silva,8.0,MID,Man City,2.25,74.0
3086,Bernardo Mota Veiga de Carvalho e Silva,9.0,MID,Man City,2.22,74.0
3087,Bernardo Mota Veiga de Carvalho e Silva,10.0,MID,Man City,2.0,74.0
3088,Bernardo Mota Veiga de Carvalho e Silva,11.0,MID,Man City,1.8,74.0
3089,Bernardo Mota Veiga de Carvalho e Silva,12.0,MID,Man City,1.62,74.0
